"","Cumulative_Return","Mean_Geometric_Return","Min_Return","10_days_MaxDrawdown","Volatility","Sharpe_Ratio","skewness","kurtosis","VaR","CVaR"
"Bf_short",0.904000781241384,-0.00180061006710663,-0.020857161090424,0.0687795023094538,0.00812417871235879,-0.220076440135174,0.345512877598308,0.335228120360104,-0.0141481545666963,-0.016885119974237
"Bf_long",1.20282031776334,0.000919173743909152,-0.0203415152369755,0.0886181877567399,0.00843281970276426,0.109749580336843,-0.131399939898349,-0.449207777617742,-0.0132693798400753,-0.016293071589372
"Aft_short",0.951790694991455,-0.00088193455557728,-0.0238479276060266,0.0839515521019921,0.00870055835871332,-0.0974541097104683,-0.656927965219095,0.371208607803212,-0.0165030304485492,-0.0210899147066518
"Aft_long",3.70591495448768,0.00653834784921892,-0.0241660382545556,0.041504646357076,0.0110421529266708,0.597391170814102,1.26298837063422,3.51430064515127,-0.00645381847221842,-0.010625694413439
