"","Bf_c.fxe","Bf_c.ewj","Bf_c.gld","Bf_c.qqq","Bf_c.spy","Bf_c.shv","Bf_c.dba","Bf_c.uso","Bf_c.xbi","Bf_c.ilf","Bf_c.gaf","Bf_c.epp","Bf_c.fez","Med_c.fxe","Med_c.ewj","Med_c.gld","Med_c.qqq","Med_c.spy","Med_c.shv","Med_c.dba","Med_c.uso","Med_c.xbi","Med_c.ilf","Med_c.gaf","Med_c.epp","Med_c.fez","Aft_c.fxe","Aft_c.ewj","Aft_c.gld","Aft_c.qqq","Aft_c.spy","Aft_c.shv","Aft_c.dba","Aft_c.uso","Aft_c.xbi","Aft_c.ilf","Aft_c.gaf","Aft_c.epp","Aft_c.fez"
"1",1.06561509539897,1.42311177069471,1.25063869734501,1.72744839038025,1.55274436466895,0.993012957351787,1.15896782055037,1.47302513097759,1.47394387252115,2.86774049417572,1.80492955523902,1.76862310927699,1.62181415554558,0.926930096038558,2.07731078817122,0.74154728079032,2.64919264007405,2.72421778055574,0.995064582636695,1.02989461957798,0.556106157050131,2.77609219304688,2.97047929177148,2.83890340411807,2.79899029452353,2.42598272786562,1.20981669810543,1.75107118819333,1.08280528669536,2.10983771829879,2.14056906518478,0.996040140925813,1.3177021877641,1.85578969126818,1.59226611213306,3.26548119299229,2.32995681439757,3.06656405465955,2.74393296134935
"2",0.00062942757879525,0.00349963284980337,0.00221685338302424,0.0054270038236881,0.00436617660158345,-6.94190391935523e-05,0.00146175840934815,0.00384219603043379,0.00384839319758745,0.0104855268564779,0.00586387374507358,0.0056615240102238,0.00479905670088532,-0.000750976539861892,0.00726461832418979,-0.0029561798473694,0.00969276187266521,0.00997197956599827,-4.89853027290099e-05,0.000291690908948761,-0.00579301749755889,0.0101606211372511,0.0108377462562985,0.0103844174995513,0.010242782443957,0.00881323053248861,0.0018876095830147,0.00556222101988779,0.000787985160441762,0.00741957812652561,0.00756382578285719,-3.92835855609341e-05,0.00273531290165163,0.00614066133853752,0.00461614876248295,0.0117858140683318,0.0084099161483393,0.0111564046930641,0.0100440895862954
"3",-0.0143355211499865,-0.0374942044275803,-0.0400600247335385,-0.0261406728285667,-0.0126893911977586,-0.00313548915484851,-0.052679323734679,-0.0363308997106728,-0.0240920045372615,-0.0401356809533127,-0.0347901204534988,-0.0456352935095268,-0.0555477700087266,-0.0249151827528316,-0.0447204116453839,-0.0772102481533778,-0.0232803584387646,-0.0245547720311317,-0.00199831113822846,-0.0578914784157778,-0.085711077517419,-0.0512648877720852,-0.0410661649524289,-0.0689141210646718,-0.0521410295364579,-0.0426772674760003,-0.0151378906171991,-0.0217954282319168,-0.0268441329360867,-0.0102174829530697,-0.00893902199759022,-0.000997786807853451,-0.0329794295378358,-0.0661803522933653,-0.0255053647875043,-0.0259822204077471,-0.0278164803232661,-0.0205325619041503,-0.0325538774078833
"4",0.03539140057405,0.049066812420649,0.0906001168763463,0.0416483968749709,0.0288873644144699,0.00383964854305396,0.11054656240016,0.100548944149039,0.0680825308157835,0.0624563285780221,0.0431779520026584,0.0508031129889985,0.104772138897319,0.0785055506510042,0.0743258369017373,0.179861379480032,0.028324271624956,0.0321717368822676,0.00243729393788228,0.152664453413423,0.191432468940231,0.0512648877720853,0.0809251878650963,0.0795958866017299,0.0763203256122733,0.0626857537099476,0.0200759532995037,0.0420377275848159,0.076030090264839,0.0135305712201602,0.015976396597704,0.0028093428285435,0.063485781929678,0.0946352577148739,0.0510041777154758,0.046847144962994,0.0489488950932558,0.0230343632125515,0.0325538774078835
"5",0.00616676936597181,0.0136838273635626,0.0153780999463526,0.0130973561688081,0.0107793178540292,0.000621489307038203,0.0172469459255964,0.0195914005130409,0.0134974925969328,0.0188643466784558,0.0158044640218836,0.0172662605837446,0.0139228069800491,0.0100762799205933,0.0187419736563614,0.0188140628792713,0.0166457923776542,0.0157475164862957,0.000430716625269085,0.020450339893479,0.0335894092441733,0.0179915078470496,0.0307530190434274,0.024097198200888,0.0229003654311177,0.0223825206410897,0.00654735426468224,0.0132994988853968,0.0102469879652042,0.0113861218186177,0.0118681772326989,0.000275083156022246,0.0147033517986483,0.0240884921596788,0.0141077301978052,0.019140790965318,0.0161451436546973,0.0179684410862799,0.0168457631808583
"6",0.100744006906546,0.26053968614567,0.150034130069318,0.418702742990512,0.407822341167185,-0.154804089840941,0.0917624129853611,0.204385266683785,0.289739819099301,0.563596718241929,0.377052737568116,0.334839339075445,0.349643010437035,-0.0706974567661627,0.396108648473142,-0.148351516975423,0.589692111048901,0.64013620885549,-0.139941616351864,0.023849125905284,-0.156323571999374,0.572912940577025,0.366783257444408,0.442188819205232,0.457879728281838,0.40399513278233,0.291307861724389,0.424569567670678,0.0818344447097519,0.657045330631291,0.642946727143258,-0.148090878985123,0.193177927435341,0.266729615730437,0.333956934418428,0.624945419556592,0.528703168766395,0.629508714576258,0.60433716768626
"7",-0.0519828672738765,-0.171621824303159,-0.453326104787323,0.825677611674557,1.05237215336215,-2.29336509900915,-0.447868439211207,0.13767034338829,0.635761330273424,0.509671037308553,0.590268185091872,-0.0491379350779699,-0.44473068308491,0.947037443704543,0.996417716192312,-0.279669428467133,0.928727001662278,1.31142856009857,-1.98412439616715,-0.13185982701889,0.70337887982445,0.200893105232097,1.1144486203763,0.544482706382689,0.759929894413068,1.52760945186588,0.0536905553304892,1.70805228046728,-0.335225377798615,1.28224608259422,1.79200421350335,-0.517820815576508,0.19471495870715,-0.0570995236729524,1.56572758651779,0.755032962957779,0.316244028915998,0.947539142507339,0.79881409552473
"8",-0.0448260001608172,-0.111381392049526,-0.373501199811025,0.851994742456719,1.31667613610917,7.94337043131676,0.828328159939598,-0.585349299265556,0.428406450178891,1.7856115842735,1.74601249254563,0.519012852314653,3.01005053399815,2.02128443741294,2.2079997301701,1.61655161211017,0.715447872625819,2.31801081543471,6.12400854607521,0.0188419683600896,0.602699007533654,1.37979431888934,1.36347902983154,3.85784117308058,1.06585683391449,3.14486151806588,-0.2053898919708,6.71727614781327,0.223393492098435,2.67043470294321,5.98606351087893,1.91191218447551,-0.497273398154332,0.750891950771245,6.30319339984265,0.658457137036299,0.213652597186484,1.52667085234199,1.93689756326661
"9",-0.00954075706964148,-0.0194913508173945,-0.0248630494321407,-0.0124757250973699,-0.00950269396122164,-0.00132933164750972,-0.028451589159351,-0.0274943444892963,-0.0155082413137466,-0.0167287862643502,-0.0165852453897215,-0.0225103658771704,-0.0187506796307477,-0.0139157591733503,-0.0167787054342044,-0.0344225386762006,-0.0125366204685042,-0.00860142682112937,-0.000910905373720556,-0.0337201079825618,-0.0528152463543866,-0.0175932063388744,-0.0277923490089893,-0.023061401475079,-0.0213242284535728,-0.0155187757996484,-0.00873442726798975,-0.00717481026984219,-0.0168352045447488,-0.00606291667312072,-0.0036380126155591,-0.00051782221841703,-0.0205496057399225,-0.0330231577418797,-0.00969734415464424,-0.0148194153645229,-0.0163435200422666,-0.0124279479525972,-0.0127270272014058
"10",-0.0121412249363041,-0.0254100851053405,-0.0305266761358785,-0.0162836486814514,-0.013703373119644,-0.00236153724341486,-0.0400081577480649,-0.0331395138201398,-0.0192245241863849,-0.0229068562493456,-0.0212080736003758,-0.0314217487901419,-0.0341323577357665,-0.0166447781215961,-0.0220084008201559,-0.0492964405721706,-0.0181262326464367,-0.01838617681543,-0.00152743954811086,-0.042952872011589,-0.0621036877378621,-0.0264519946396983,-0.0414984292466667,-0.028626750179578,-0.0276386097497168,-0.0374210335655003,-0.0111419638459269,-0.0180101191558849,-0.0221955991879449,-0.0120596162154372,-0.018880405288518,-0.0007713750254676,-0.0248025316732372,-0.046405320452124,-0.01630607446571,-0.0201859479625593,-0.0217967513176789,-0.0179219700769313,-0.0168626188221549
